almaMmsId	hbzId	zdbId
990189934500206441; 990222868810206441	HT017089160; HT019566764	2643526-3
990189938930206441; 990213898190206441	HT017089603; HT019128062	2643989-X
990190026770206441; 990190364430206441	HT017098098; HT017130856	2644848-8
990190179990206441; 990191190300206441	HT017113216; HT017211149	2645760-X
990190440480206441; 990190966890206441	HT017138423; HT017189350	2646072-5
990190181620206441; 990190352380206441	HT017113379; HT017129632	2646344-1
990190276130206441; 990191546030206441	HT017122750; HT017246234	2648282-4
990190276920206441; 990227269040206441	HT017122829; HT019919176	2648363-4
990190280020206441; 990197747410206441	HT017123139; HT017718396	2648718-4
990190368000206441; 990190908320206441	HT017131191; HT017183518	2648910-7
990190441570206441; 990191047830206441	HT017138532; HT017196847	2649941-1
990190442830206441; 990213734740206441	HT017138658; HT019111774	2650071-1
990190442990206441; 990205363310206441	HT017138674; HT018401904	2650088-7
990190446020206441; 990225543680206441	HT017138977; HT019746808	2650426-1
990190446600206441; 990190920040206441	HT017139035; HT017184660	2650484-4
990190526020206441; 990217445170206441	HT017146115; HT019243619	2651601-9
990190616060206441; 990220223860206441	HT017154538; HT019516218	2652724-8
990190788560206441; 990193631730206441	HT017171800; HT017450437	2654778-8
990190868970206441; 990223063780206441	HT017179632; HT019586191	2655512-8
990190951810206441; 990213910860206441	HT017187828; HT019129326	2656292-3
990190957450206441; 990192336680206441	HT017188392; HT017323772	2656892-5
990191019790206441; 990192324940206441	HT017194066; HT017322585	2658395-1
990191415690206441; 990226485100206441	HT017233494; HT019840723	2660623-9
990191420210206441; 990218601850206441	HT017233946; HT019357042	2661126-0
990191481220206441; 990194596900206441	HT017240119; HT017544843	2661966-0
990191490040206441; 990196893190206441	HT017241001; HT017652377	2662894-6
990191490060206441; 990196893260206441	HT017241003; HT017652383	2662896-X
990191492280206441; 99371008358806441	HT017241225; HT021110675	2663158-1
990191496070206441; 990198338450206441	HT017241604; HT017770520	2663489-2
990191499570206441; 990220394010206441	HT017241954; HT019533241	2663879-4
990191500420206441; 990204809880206441	HT017242039; HT018349345	2663988-9
990191501730206441; 990228323760206441	HT017242170; HT020023967	2664121-5
990191572280206441; 990208228810206441	HT017248878; HT018663611	2664923-8
990191572460206441; 990211674560206441	HT017248896; HT018996599	2664941-X
990191574010206441; 990217787640206441	HT017249051; HT019277465	2665107-5
990191667120206441; 990198453310206441	HT017257888; HT017781907	2665896-3
990191890460206441; 990228125470206441	HT017281191; HT020004185	2666537-2
990191899200206441; 990192396700206441	HT017282065; HT017329754	2667474-9
990191993590206441; 990193517540206441	HT017290267; HT017440334	2667807-X
990191994090206441; 990206741160206441	HT017290317; HT018531625	2667859-7
990191997030206441; 990226304220206441	HT017290611; HT019822766	2668173-0
990192071560206441; 990206502680206441	HT017297548; HT018509194	2668644-2
990192078510206441; 990209110600206441	HT017298243; HT018751543	2669402-5
990192163430206441; 990207111580206441	HT017306624; HT018567649	2669808-0
990192253210206441; 990202483750206441	HT017315421; HT018130698	2673249-X
990192274870206441; 990197595010206441	HT017317574; HT017712551	2673829-6
990192400910206441; 990192478040206441	HT017330163; HT017337533	2675453-8
990192512990206441; 990193706850206441	HT017340913; HT017458003	2676835-5
990192612100206441; 990366160110206441	HT017353367; HT020423146	2677633-9
990192740790206441; 990198294270206441	HT017363636; HT017766084	2678747-7
990192873530206441; 990193095820206441	HT017376515; HT017398791	2680361-6
990192933290206441; 990197854520206441	HT017382510; HT017724507	2681146-7
990193136790206441; 990211034830206441	HT017402797; HT018932539	2684129-0
990193184480206441; 990193480890206441	HT017407089; HT017436657	2684676-7
990193276490206441; 990211803880206441	HT017416225; HT019009126	2685721-2
990193309810206441; 990194158690206441	HT017419504; HT017502560	2686490-3
990193311630206441; 990199675490206441	HT017419686; HT017900246	2686681-X
990193589150206441; 990193611640206441	HT017446184; HT017448427	2689618-7
990193623220206441; 990193715420206441	HT017449575; HT017458844	2690211-4
990193640050206441; 990194665580206441	HT017451268; HT017551632	2690320-9
990193640910206441; 990194564940206441	HT017451354; HT017541637	2690408-1
990193641990206441; 99371082141506441	HT017451462; HT021163502	2690512-7
990193674780206441; 990203145520206441	HT017454768; HT018193172	2690568-1
990193674880206441; 990219132310206441	HT017454778; HT019409330	2690585-1
990193693470206441; 990193965100206441	HT017456649; HT017483367	2690924-8
990193696140206441; 990194126380206441	HT017456916; HT017499327	2691191-7
990193840270206441; 990195111100206441	HT017471299; HT017595720	2692705-6
990193858120206441; 990369010810206441	HT017473080; HT020707797	2693006-7
990193926600206441; 990196959740206441	HT017479476; HT017658817	2693918-6
990193943800206441; 990198237460206441	HT017481215; HT017760492	2694264-1
990193956210206441; 990204769850206441	HT017482465; HT018345490	2694313-X
990194095640206441; 990210554310206441	HT017496263; HT018884444	2696460-0
990194183860206441; 990197715260206441	HT017504106; HT017715950	2697048-X
990194282470206441; 990196706840206441	HT017513939; HT017633944	2698675-9
990194348490206441; 990194930020206441	HT017520566; HT017577628	2699569-4
990194833090206441; 990197595630206441	HT017567939; HT017712612	2706400-1
990194833640206441; 990209606030206441	HT017567994; HT018790605	2706457-8
990194866940206441; 990206083650206441	HT017571311; HT018470477	2706751-8
990195045570206441; 990208625310206441	HT017589158; HT018703253	2709275-6
990195105720206441; 990211561750206441	HT017595192; HT018985202	2709978-7
990195152670206441; 990202166170206441	HT017599432; HT018101865	2710233-6
990195185370206441; 990205945760206441	HT017602671; HT018457271	2710668-8
990195201770206441; 990195816080206441	HT017604331; HT017625664	2710861-2
990195232430206441; 990196862060206441	HT017607416; HT017649398	2711143-X
990195236220206441; 990197717630206441	HT017607795; HT017716188	2711509-4
990195403340206441; 99371203697306441	HT017624491; HT021260891	2713587-1
990196219510206441; 990366789960206441	HT017625871; HT020486014	2713770-3
990196237460206441; 990196691630206441	HT017627647; HT017632434	2714195-0
990196271420206441; 990211217470206441	HT017630527; HT018950939	2714625-X
990196704000206441; 990368197180206441	HT017633652; HT020626335	2715090-2
990196718320206441; 990227168420206441	HT017635095; HT019909135	2715185-2
990196856950206441; 990197076110206441	HT017648881; HT017669591	2717110-3
990196872150206441; 990204345320206441	HT017650412; HT018304878	2717181-4
990196939000206441; 990198994240206441	HT017656786; HT017833842	2718015-3
990197036210206441; 990198300330206441	HT017665628; HT017766697	2719181-3
990197086180206441; 990198164510206441	HT017670578; HT017753799	2719987-3
990197271440206441; 990365392920206441	HT017688675; HT020346651	2721759-0
990197311510206441; 990200180850206441	HT017692121; HT017903616	2722624-4
990197332270206441; 990202931860206441	HT017694002; HT018173722	2722861-7
990197454350206441; 990197829530206441	HT017698679; HT017722272	2723647-X
990197503260206441; 990199615990206441	HT017703511; HT017894491	2724138-5
990197503310206441; 990203552630206441	HT017703516; HT018231633	2724148-8
990197518570206441; 990198997580206441	HT017704987; HT017834181	2724366-7
990197791230206441; 990202280800206441	HT017718835; HT018111852	2726466-X
990197859560206441; 990208698920206441	HT017724700; HT018710549	2727361-1
990197887060206441; 990214392390206441	HT017727289; HT019177209	2727712-4
990197954200206441; 990217674970206441	HT017733180; HT019266372	2728403-7
990198014830206441; 990208557300206441	HT017739116; HT018696474	2729311-7
990198058300206441; 990199065560206441	HT017743226; HT017840780	2729948-X
990198127400206441; 990199669740206441	HT017750076; HT017899671	2730824-8
990198127590206441; 990198992440206441	HT017750095; HT017833670	2730844-3
990198158550206441; 990204700760206441	HT017753196; HT018339029	2731253-7
990198317860206441; 990208688730206441	HT017768461; HT018709514	2733114-3
990198318130206441; 990202630490206441	HT017768488; HT018144757	2733141-6
990198428900206441; 990228884670206441	HT017779485; HT020079867	2734438-1
990198450110206441; 990198468740206441	HT017781583; HT017783160	2734805-2
990198525260206441; 990202244150206441	HT017787831; HT018108287	2735617-6
990198552950206441; 990198666850206441	HT017790436; HT017801344	2736043-X
990198678350206441; 990202182640206441	HT017802418; HT018103389	2737754-4
990198995500206441; 990200207760206441	HT017833968; HT017906303	2739500-5
990199584970206441; 990211002370206441	HT017891412; HT018929355	2741912-5
990199588430206441; 990202354610206441	HT017891758; HT018118857	2742220-3
990200189880206441; 990203251480206441	HT017904506; HT018203582	2743860-0
990201321610206441; 990205021710206441	HT018092736; HT018369341	2744341-3
990202106330206441; 990202221380206441	HT018095919; HT018106061	2744819-8
990202187770206441; 990203396690206441	HT018103709; HT018217489	2745714-X
990202318190206441; 990207532640206441	HT018115417; HT018608033	2747474-4
990202358540206441; 990205080010206441	HT018119217; HT018374586	2747761-7
990202437610206441; 990205649450206441	HT018126103; HT018428838	2749891-8
990202549700206441; 990202884010206441	HT018137114; HT018168887	2751256-3
990202582200206441; 990210367820206441	HT018140363; HT018865740	2753126-0
990202619960206441; 990203815540206441	HT018143702; HT018256155	2753393-1
990202637350206441; 990219931420206441	HT018145446; HT019486935	2753886-2
990202797080206441; 990210628110206441	HT018160528; HT018891876	2755830-7
990202918090206441; 990204547710206441	HT018172341; HT018324251	2757254-7
990202905720206441; 990202919910206441	HT018171088; HT018172523	2757432-5
990202922540206441; 990203837330206441	HT018172786; HT018257922	2757446-5
990202923480206441; 990228259980206441	HT018172880; HT020017589	2757770-3
990203029900206441; 990203067920206441	HT018182699; HT018186460	2759192-X
990203167480206441; 990212931230206441	HT018195170; HT019063670	2761210-7
990203262250206441; 990204550460206441	HT018204669; HT018324529	2762472-9
990203279660206441; 990212823440206441	HT018206421; HT019053044	2762906-5
990203368770206441; 990208954900206441	HT018214820; HT018735912	2763804-2
990203386540206441; 990218468640206441	HT018216473; HT019343970	2764104-1
990203441130206441; 990208019090206441	HT018221293; HT018642806	2764484-4
990203443650206441; 990204481010206441	HT018221545; HT018317547	2764734-1
990203675710206441; 990208376070206441	HT018243048; HT018678336	2767662-6
990203773400206441; 990210145140206441	HT018252043; HT018844639	2768740-5
990203905830206441; 990367593580206441	HT018264282; HT020566152	2770689-8
990204061930206441; 990217786810206441	HT018278903; HT019277367	2772634-4
990204248510206441; 990218733550206441	HT018296174; HT019370014	2774356-1
990204264650206441; 990205079780206441	HT018297781; HT018374563	2774597-1
990204372700206441; 990205077480206441	HT018307390; HT018374331	2775660-9
990204453530206441; 990209600410206441	HT018314815; HT018790029	2776376-6
990204620310206441; 990205648930206441	HT018331181; HT018428784	2778275-X
990204778300206441; 990205022970206441	HT018346302; HT018369467	2780067-2
990204876310206441; 990206248570206441	HT018355779; HT018485613	2781195-5
990204891000206441; 990209949870206441	HT018357199; HT018825090	2781317-4
990205012770206441; 990206753410206441	HT018368439; HT018532783	2782803-7
990205044400206441; 990206631020206441	HT018371129; HT018521244	2782995-9
990205058690206441; 990208787820206441	HT018372500; HT018719434	2783178-4
990205210590206441; 990228528590206441	HT018387055; HT020044245	2784917-X
990205331130206441; 990205651460206441	HT018398647; HT018429039	2786242-2
990205475140206441; 990205511640206441	HT018412097; HT018415695	2787648-2
990205637170206441; 990207698830206441	HT018427609; HT018612033	2795550-3
990205817620206441; 990207385150206441	HT018445263; HT018594654	2798134-4
990205874070206441; 990207228320206441	HT018450100; HT018579230	2798688-3
990206030780206441; 990206180470206441	HT018465680; HT018478873	2800367-6
990206043960206441; 990211160270206441	HT018466986; HT018945172	2800566-1
990206157420206441; 990206314350206441	HT018477771; HT018492042	2802600-7
990206362410206441; 990214411470206441	HT018496507; HT019179113	2805045-9
990206791620206441; 990211102740206441	HT018536604; HT018939398	2809838-9
990206860810206441; 990217902840206441	HT018543446; HT019288836	2810846-2
990206895420206441; 990208763850206441	HT018546846; HT018717078	2811410-3
990206943580206441; 990208276320206441	HT018551594; HT018668333	2811972-1
990206997030206441; 990217990030206441	HT018556802; HT019297479	2812632-4
990207176770206441; 990218621050206441	HT018574116; HT019358947	2813913-6
990207207900206441; 990214208080206441	HT018577178; HT019158937	2814241-X
990207271940206441; 990223023580206441; 990227476970206441; 990365426930206441; 990370554960206441; 99371149522706441	HT018583520; HT019582225; HT019939698; HT020350066; HT020862240; HT021209965	2815057-0
990207302340206441; 990220185830206441	HT018586553; HT019512388	2815431-9
990207337100206441; 99371108128406441	HT018589986; HT021180808	2815839-8
990207370590206441; 990218700660206441	HT018593228; HT019366764	2816249-3
990207498940206441; 990208807280206441	HT018604718; HT018721398	2817524-4
990207516880206441; 990220509730206441	HT018606434; HT019544852	2817934-1
990207516890206441; 990220591430206441	HT018606435; HT019553004	2817935-3
990207773860206441; 990211261140206441	HT018619426; HT018955193	2819291-6
990207862820206441; 990217879290206441	HT018628300; HT019286510	2819760-4
990207904370206441; 990208088680206441	HT018631531; HT018649709	2820115-2
990207934100206441; 990211578980206441	HT018634485; HT018986939	2820403-7
990208070080206441; 990210659830206441	HT018647856; HT018894995	2821998-3
990208181670206441; 990211694710206441	HT018658892; HT018998632	2823294-X
990208282730206441; 99370980661606441	HT018668981; HT021083115	2824573-8
990208425900206441; 990219721670206441	HT018683322; HT019467579	2826329-7
990208426050206441; 990208639590206441	HT018683337; HT018704633	2826342-X
990208448760206441; 990209621710206441	HT018685630; HT018792141	2826621-3
990208903340206441; 990209807580206441	HT018730763; HT018810752	2831864-X
990208935560206441; 990219125760206441	HT018733976; HT019408687	2832118-2
990209098820206441; 990212714680206441	HT018750365; HT019042286	2833949-6
990209109080206441; 99371356170006441	HT018751387; HT021371974	2834018-8
990209124050206441; 990209349230206441	HT018752905; HT018764971	2834122-3
990209295000206441; 990211702790206441	HT018759514; HT018999366	2835089-3
990209403290206441; 990210119140206441	HT018770377; HT018842026	2836194-5
990209463680206441; 990210301770206441	HT018776351; HT018859235	2836710-8
990209656050206441; 990210634920206441	HT018795511; HT018892567	2838817-3
990209682200206441; 990225476340206441	HT018798148; HT019740050	2839094-5
990209840690206441; 990211706420206441	HT018814092; HT018999820	2840726-X
990209885480206441; 990210136370206441	HT018818629; HT018843766	2841152-3
990209950950206441; 990210744210206441	HT018825199; HT018903443	2841896-7
990209964450206441; 990210623600206441	HT018826569; HT018891417	2841967-4
990209965070206441; 990214577710206441	HT018826631; HT019195481	2842024-X
990210441440206441; 990210567510206441	HT018873098; HT018885729	2845446-7
990210507350206441; 990223879290206441	HT018879706; HT019667383	2846223-3
990210536410206441; 990363815460206441	HT018882648; HT020189475	2846508-8
990210541770206441; 990212938770206441	HT018883180; HT019064364	2846524-6
990210553170206441; 990214481080206441	HT018884331; HT019185940	2846690-1
990210816810206441; 990220632390206441	HT018910721; HT019557058	2849077-0
990211298640206441; 990214583520206441	HT018958962; HT019196047	2854261-7
990211541750206441; 990370344340206441	HT018983201; HT020841153	2856897-7
990211726290206441; 990212821880206441	HT019001772; HT019052883	2858815-0
990211806280206441; 990213733250206441	HT019009367; HT019111620	2859471-X
990211821140206441; 990212537780206441	HT019010856; HT019024591	2859637-7
990212521000206441; 990213500580206441	HT019022931; HT019088500	2860708-9
990212668270206441; 990212699550206441	HT019037603; HT019040756	2862539-0
990212805700206441; 990214576280206441	HT019051289; HT019195350	2863987-X
990213792320206441; 990214163150206441	HT019117572; HT019154445	2870732-1
990213813680206441; 990366317360206441	HT019119639; HT020438938	2870953-6
990213876270206441; 990219459040206441	HT019125875; HT019441843	2871445-3
990213907330206441; 990227331940206441	HT019128966; HT019925334	2872073-8
990214096540206441; 990222863210206441	HT019147815; HT019566197	2873962-0
990214206000206441; 990217680000206441	HT019158730; HT019266881	2875074-3
990214328720206441; 990214407930206441	HT019170896; HT019178749	2876354-3
990214400940206441; 990214875080206441	HT019178073; HT019224592	2876876-0
990214461710206441; 990214579920206441	HT019184004; HT019195702	2877468-1
990214489470206441; 990368904290206441	HT019186783; HT020697135	2877833-9
990214675370206441; 990219175450206441	HT019205086; HT019413617	2879746-2
990214704800206441; 990219395790206441	HT019207958; HT019435539	2880082-5
990214768020206441; 990219156800206441	HT019214047; HT019411777	2880955-5
990214931210206441; 990218254870206441	HT019230139; HT019322792	2882772-7
990215028850206441; 990218633940206441	HT019239723; HT019360151	2883972-9
990217582440206441; 990217867640206441	HT019257216; HT019285377	2885881-5
990217699620206441; 990218457230206441	HT019268797; HT019342809	2887789-5
990217729610206441; 990218942910206441	HT019271717; HT019390660	2888237-4
990217860000206441; 990218255770206441	HT019284604; HT019322881	2889836-9
990217860750206441; 990219110810206441	HT019284679; HT019407210	2889915-5
990217920550206441; 990226678960206441	HT019290607; HT019860164	2890414-X
990217980940206441; 990227528920206441	HT019296565; HT019944808	2891180-5
990218032130206441; 990219291620206441	HT019301582; HT019425150	2891800-9
990218046150206441; 990225199220206441	HT019302987; HT019712499	2891926-9
990218117720206441; 990225925810206441	HT019310060; HT019784867	2892626-2
990218169520206441; 990220000340206441	HT019315218; HT019493827	2893017-4
990218198380206441; 990218817710206441	HT019318100; HT019378259	2893357-6
990218211770206441; 99371102903906441	HT019319433; HT021176370	2893476-3
990218281380206441; 990218994030206441	HT019325416; HT019395733	2894045-3
990218492700206441; 990218536660206441	HT019346315; HT019350678	2895855-X
990218578300206441; 990366016220206441	HT019354707; HT020408724	2896741-0
990218608840206441; 990370334560206441	HT019357734; HT020840190	2897196-6
990218615550206441; 990365264150206441	HT019358390; HT020333773	2897258-2
990218628350206441; 990219019000206441	HT019359587; HT019398147	2897319-7
990218783220206441; 990219087000206441	HT019374932; HT019404851	2898831-0
990218953290206441; 990219850450206441	HT019391647; HT019479521	2899896-0
990218997390206441; 990223361330206441	HT019396059; HT019615804	2900295-3
990219008730206441; 990219011020206441	HT019397111; HT019397341	2900415-9
990219051530206441; 990219152240206441	HT019401329; HT019411332	2900771-9
990219066130206441; 990219850380206441	HT019402779; HT019479543	2900916-9
990219210730206441; 990223626700206441	HT019417145; HT019642353	2902291-5
990219448710206441; 99375061793206441	HT019440798	2904784-5
990219683960206441; 990220039780206441	HT019463807; HT019497783	2907064-8
990219800460206441; 990225237430206441	HT019474937; HT019716293	2908174-9
990220076670206441; 990223560600206441	HT019501439; HT019635755	2910975-9
990220344960206441; 990227754700206441	HT019528359; HT019967275	2913616-7
990220498480206441; 990223224170206441	HT019543718; HT019602181	2914922-8
990220661660206441; 990222840150206441	HT019559942; HT019563858	2916540-4
990223357980206441; 990228324160206441	HT019615467; HT020024009	2922201-1
990223702730206441; 990366581970206441	HT019649938; HT020465318	2926339-6
990225165530206441; 990363597700206441	HT019709128; HT020167753	2932142-6
990225244500206441; 990367252890206441	HT019717007; HT020532258	2933175-4
990225325280206441; 99371000699406441	HT019724942; HT021095207	2933870-0
990225458720206441; 990226039010206441	HT019738278; HT019796188	2935170-4
990225919070206441; 990366179210206441	HT019784184; HT020425118	2939922-1
990225954850206441; 99374516274606441	HT019787773	2940382-0
990226022500206441; 990367250560206441	HT019794521; HT020532023	2941134-8
990226343230206441; 990227334200206441	HT019826592; HT019925561	2944179-1
990226345030206441; 990227119250206441	HT019826773; HT019904235	2944239-4
990364838350206441; 990365564680206441	HT020291452; HT020363787	2948153-3
990227050850206441; 990363542790206441	HT019897339; HT020162318	2951857-X
990227095470206441; 990363862880206441	HT019901826; HT020194171	2952502-0
990227233610206441; 99372728333806441	HT019915628; HT030130547	2953794-0
990227386920206441; 990364885670206441	HT019930735; HT020296014	2955450-0
990228730440206441; 990368653100206441	HT020064430; HT020672020	2972788-1
990228730890206441; 99371082140906441	HT020064476; HT021163510	2972832-0
990363793260206441; 990366569260206441	HT020187276; HT020464031	2983143-X
990364024950206441; 990365122630206441	HT020210292; HT020319677	2985278-X
990364515290206441; 990367410880206441	HT020259149; HT020548041	2988478-0
990364769030206441; 990367637130206441	HT020284487; HT020570451	2999974-1
990365127550206441; 990366149360206441	HT020320153; HT020422060	3003661-6
990053799990206441; 990210856500206441	HT011186008; HT018914732	300383-8
990365279410206441; 990365280270206441	HT020335307; HT020335394	3005180-0
990054931220206441; 990219016040206441	HT006924441; HT019397850	300975-0
990366019880206441; 990367766460206441	HT020409091; HT020583268	3013449-3
990366157000206441; 990367134350206441	HT020422830; HT020520455	3015497-2
990366239170206441; 990366379030206441	HT020431118; HT020445133	3016893-4
990366303110206441; 990368194620206441	HT020437500; HT020626079	3018474-5
990366452230206441; 99371665954706441	HT020452236; HT021481021	3021348-4
990366686970206441; 990367779590206441	HT020475791; HT020584589	3026494-7
990367468210206441; 990368093220206441	HT020553733; HT020615930	3034157-7
990368010020206441; 99371073283506441	HT020607642; HT021158801	3040741-2
990368146010206441; 990368545600206441	HT020621208; HT020661198	3042530-X
990052822340206441; 990053800530206441	HT001261484; HT011186096	304434-8
990368470560206441; 99374511786806441	HT020653700	3046259-9
990368482130206441; 99374516273406441	HT020654845	3046294-0
990370514060206441; 99371381175006441	HT020858116; HT021387935	3055115-8
99370716286706441; 99370805348206441	HT020884323; HT020938815	3059081-4
99370957145506441; 99370965784506441	HT021067150; HT021073724	3092187-9
99371306604806441; 99371310522106441	HT021332368; HT021344577	3116940-5
99371370057606441; 99371379511206441	HT021380362; HT021386831	3120099-0
99371377336306441; 99371525448506441	HT021385187; HT021460968	3120625-6
99371379687706441; 99371380295306441	HT021387139; HT021387432	3120883-6
990054955470206441; 99371731053206441	HT006927273; HT021571395	312099-5
99371656174606441; 99372015362306441	HT021475677; HT021864437	3134865-8
99371839807606441; 99374437941906441	HT021678724; HT030809131	3143017-X
990101955290206441; 990212701580206441	HT012042976; HT019040965	31433-X
99373072237906441; 99374867461906441	HT030859605	3169249-7
99373963363206441; 99373980466906441	HT030741477	3186198-2
990103048880206441; 990197894410206441	HT012152335; HT017728034	339027-5
990056690320206441; 990213285720206441	HT010911756; HT019067192	351650-7
990053805200206441; 99370712204006441	HT011186615; HT020875710	402669-X
990103218760206441; 990210386830206441	HT012169323; HT018867598	412917-9
990103229760206441; 990204276980206441	HT012170423; HT018299026	414826-5
990053828360206441; 990172067130206441	HT011189260; HT015764262	418993-0
990103258640206441; 990220136150206441	HT012173311; HT019507409	419189-4
990103306850206441; 990189855610206441	HT012178132; HT017082386	427176-2
990101990850206441; 990369028300206441	HT012046532; HT020709537	43093-6
990103343760206441; 990227069860206441	HT012181823	433167-9
990103356440206441; 990176808560206441	HT012183091; HT016075492	434949-0
990053833060206441; 990214921560206441	HT011189803; HT019229193	439987-0
990054225550206441; 990176992930206441	HT002694328; HT016093993	441568-1
990103432930206441; 990204918840206441	HT012190740; HT018359970	446662-7
990103439440206441; 990211326660206441	HT012191391; HT018961746	447631-1
990054654680206441; 990177974720206441	HT006887813; HT016182661	4675-9
990102021190206441; 990181792780206441	HT012049566; HT016480927	47856-8
990103469510206441; 99371774462906441	HT012194398; HT021599022	504432-7
990055137670206441; 990229174200206441	HT006948614; HT020108750	506885-X
990055147850206441; 990171282330206441	HT006949770; HT015685067	512085-8
990053852740206441; 990197650720206441	HT011191976; HT017713713	515230-6
990054004430206441; 99375061695406441	HT001315024	517752-2
990103519920206441; 990148007770206441	HT012199439; TT001716464	518660-2
990103572490206441; 990187074600206441	HT012204696; HT016818951	531048-9
990103669250206441; 990228413730206441	HT012214372; HT020032903	549157-5
990103750760206441; 990198062320206441	HT012222523; HT017743634	562243-8
990102088070206441; 990159384590206441	HT012056254; HT015230878	56621-4
990103777200206441; 990183211830206441	HT012225167; HT016619449	566554-1
990055283660206441; 990187206600206441	HT006964865; HT016831700	569400-0
990102092070206441; 990223694320206441	HT012056654; HT019649098	57119-2
990055294830206441; 990187205160206441	HT006966398; HT016831554	574217-1
990103831960206441; 990198666180206441	HT012230643; HT017801276	576912-7
990055476010206441; 990203234500206441	HT006987471; HT018201866	625340-4
990055523470206441; 990367488900206441	HT006992789; HT020555783	633533-0
990052500850206441; 990228239710206441	HT006995231	636901-7
990104006160206441; 990173388260206441	HT012248063; HT015823327	702922-6
990053992300206441; 99370936237506441	HT001240283; HT021026215	705992-9
990053997610206441; 990369997630206441	HT001264988; HT020806475	716365-4
990052956850206441; 990053890450206441	HT002191856; HT011196096	721583-6
990055639620206441; 990226613030206441	HT007006400	725889-6
990053890890206441; 990185791060206441	HT011196145; TT003077606	740293-4
990104204940206441; 990187530830206441	HT012267941; HT016863350	756917-8
990104233640206441; 990193736800206441	HT012270811; HT017461006	761118-3
990053906670206441; 990211821760206441	HT011197883; HT019010918	763345-2
990104267170206441; 990220174070206441	HT012274164; HT019511202	766298-1
990104270450206441; 990178491860206441	HT012274492; HT016232621	766820-X
990053908820206441; 990211079310206441	HT011198153; HT018937061	782763-5
990104385180206441; 99374959307506441	HT012285965	786538-7
990052890230206441; 990053910550206441	HT002110689; HT011198374	796695-7
990104467910206441; 990206529710206441	HT012294238; HT018511216	802812-6
990052988820206441; 990115056830206441	HT002909905; HT013179856	8169-3
990104527560206441; 990180985660206441	HT012300203; HT016404859	842001-4
990104527630206441; 990197199390206441	HT012300210; HT017681604	842010-5
990104539010206441; 990195271930206441	HT012301348; HT017611344	843536-4
990104546960206441; 990207504050206441	HT012302143; HT018605234	844483-3
990052987020206441; 990104566020206441	HT002899555; HT012304049	846655-5
990104576470206441; 990218416450206441	HT012305094; HT019338842	847929-X
990104763780206441; 990226727080206441	HT012323825; HT019864987	871799-0
990102188110206441; 990210881870206441	HT012066258; HT018917150	91000-4
990053916000206441; 990171555120206441	HT011198970; HT015712711	914914-4
990053918120206441; 990172006450206441	HT011199230; HT015758107	963372-8
990052908600206441; 990053920780206441	HT002155268; HT011199534	972780-2
990105057040206441; 990163930740206441	HT012353151; HT015370217	973337-1
990054390850206441; 990368046940206441	HT003994391; HT020611319	995324-3
990053926130206441; 990212793420206441	HT011200118; HT019050074	996010-7
